BOM,Ind Model,HQ Model,Ind ODF,HQ ODF,Project ID,Software Version,Panel,MB,Chassis,PSU,RC,MODULE Panel,（L)/LB,（R)/LB,WIFI BOARD,BLUEE TOOTH,TOP Panel SPONGE STRIPE,L&R Panel SPONGE STRIPE,"
DR",CAMERA(ON TOP EPS),LVDS CABLE-L,LVDS CABLE-R,FFC CABLE(L&R),Stand Base-L,Stand Base-R,Package,增亮片(BRIGHTENER),增亮片(BRIGHTENER),反射片,
Z2U10101011564,65A28,65P635,ALW192068L,GLW192068L,V6-PROJECT-ID515,V8-R51AT01-LF1V001,12201-500149,30800-000821,R51APT9-AP,30805-000208,21001-000028,40904-001674,B0101-000511,NO,30112-000048,NO,5A-UTUFTH-340,5A-UTUFTH-2P0,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500628,12102-500677,12102-500678,NO,NO,76-A00363-0ATKK,B0154-000054,B0154-000054,NO,
Z2U10201003219,75C645,75C645,ALW192068M,GLW192068M,PROJECT ID\33678,V8-R51MT05-LF1V001,12201-500150,30800-000797,R51MG8T-AP,30805-000332,21001-000088,NO,B0101-000842,B0101-000843,30944-000013,NO,5A-UTUFTH-490,5A-UTUFTH-4A0/5A-UTUFTH-4B0,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500561,12102-500894,NO,NO,NO,76-A01251-0ATLB,B0152-000005,B0152-000005,NO,
Z2U10401001008,65C845,65C845,ALW192068G,GLW192068G,PROJECT ID\10168,V8-T615T03-LF1V001,12201-500196,30800-000904,MT15HT7-AP,30805-000278,21001-000088,40904-002536,B0101-000904,,30944-000047,NO,5A-UTUFTH-3N0,5A-UTUFTH-2S0,NO,NO,12102-500618,12102-500619,12102-500656,NO,NO,76-640140-0ATLB,NO,NO,NO,
Z2U10201003391,65C745,65C745,ALW192068D,GLW192068D,PROJECT ID\10153,V8-T615T03-LF1V001,12201-500189,30800-000994,MT15HT9-AP,30805-000297,21001-000088,40904-002391,B0101-000749,B0101-000750,30944-000015,NO,5A-UTUFTH-2Q0,5A-UTUFTH-2P0,NO,NO,12102-500870,12102-500873,12102-500656,NO,NO,76-640140-0ATLA,NO,NO,NO,
Z2U10401001007,55C845,55C845,ALW192068F,GLW192068F,PROJECT ID\10167,V8-T615T03-LF1V001,12201-500195,30800-000904,MT15HT7-AP,30805-000278,21001-000088,40904-002589,B0101-000903,NO,30944-000047,NO,5A-UTUFTH-290,,NO,NO,12102-500901,12102-500902,12102-500764,NO,NO,76-572700-0ATLB,NO,NO,NO,
Z2U10201003218,65C645,65C645,ALW189363Y,GLW189363Y,PROJECT ID\33672,V8-R51MT05-LF1V001,12201-500149,30800-000884,R51MPT7-AP,30805-000146,21001-000088,40904-002519,B0101-000897,B0101-000898,30944-000013,NO,5A-UTUFTH-2P0,5A-UTUFTH-340,NO,NO,12102-500876,12102-500877,12102-500560,NO,NO,76-A00363-0ATLB,NO,NO,NO,
Z2U10201003390,55C745,55C745,ALW192068C,GLW192068C,PROJECT ID\10152,V8-T615T03-LF1V001,12201-500188,30800-000891,MT15HT9-AP,30805-000297,21001-000088,40904-002524,B0101-000813,B0101-000814,30944-000015,NO,40108-000414,40108-000018,NO,NO,12102-500527,12102-500528,12102-500559,40105-000588,NO,76-572700-0ATLA,NO,NO,NO,
Z2S10201003411,43C645,43C645,ALW192826M,GLW192826M,PROJECT ID\33676,V8-R51MT05-LF1V001,12201-500147,30800-000888,R51MPTF-AP,30805-000317,21001-000088,40904-002606,B0101-000912,NO,30944-000013,NO,5A-UTUFTH-4C001,5A-UTUFTH-4D001,NO,NO,12102-500527,12102-500528,12102-500559,NO,NO,76-A00321-0ATLB,NO,NO,NO,
Z2S10201003478,50C645,50C645,ALW192826N,GLW192826N,PROJECT ID\33673,V8-R51MT05-LF1V001,4A-LD50O5-CH8GTA,30800-000889,R51MPTF-AP,30805-000344,21001-000088,40904-002633,B0101-000934,NO,30944-000013,NO,5A-UTUFTH-250,5A-UTUFTH-3T0,NO,NO,12102-500527,12102-500528,12102-500559,68-759370-1ZR1KCK,NO,76-649890-0ATLB,NO,NO,NO,
Z2S10201003211,55C645,55C645,ALW192826O,GLW192826O,PROJECT ID\33677,V8-R51MT05-LF1V001,12201-500148,30800-000884,R51MPT7-AP,30805-000316,21001-000088,40904-002617,B0101-000847,NO,30944-000013,NO,5A-UTUFTH-480,NO,NO,NO,12102-500881,12102-500882,12102-500560,68-759370-1ZR1KCK,NO,76-644760-0ATLB,NO,NO,NO,
Z2S10101011521,43A28,43P635,ALW192826P,GLW192826P,PROJECT ID\537,V8-R51AT01-LF1V001,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-4C001,5A-UTUFTH-4D001,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500628,12102-500677,12102-500678,68-40D29B-2009ACK,"Saturday, December 30, 1899",76-A00321-0ATKG,B0154-000051,B0154-000051,B0132-000200,
Z2S10101011516,50A28,50P635,ALW192826Q,GLW192826Q,PROJECT ID\545,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30800-000791,R51APTF-AP,30102-000012,21001-000028,40904-001893,B0101-000451,,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-25001,5A-UTUFTH-3T0,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500527,12102-500528,12102-500628,40105-000502,"Saturday, December 30, 1899",76-649890-0ATKQ,B0154-000061,B0154-000061,,
Z2S10101011522,55A28,55P635,ALW192826R,GLW192826R,PROJECT-ID518,V8-R51AT01-LF1V001,4A-LD55O5-CS36GTA,30800-000821,R51APT9-AP,30102-000016,21001-000028,40904-001658,B0101-000650,,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-480,40108-000018,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500527,12102-500528,12102-500628,"Saturday, December 30, 1899","Saturday, December 30, 1899",76-644760-0ATKQ,B0154-000038,B0154-000038,B0132-000179,
Z2S10101004991,32A3,32S5200,DTJ8009187,DTJ8009187,PROJECT ID\516,V8-CONFIG-000001,12201-500124,30904-000073,MT21XT6-AP,NO,21001-000028,40904-001274,4C-LB3213-HR02JC,NO,30130-000015,NO,NO,N0,NO,NO,46-FM090L-05XF1,NO,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,B0121-000105,
Z2S10101004989,32A5,32S65A,DTJ8009188,DTJ8009188,V6-PROJECT-ID115,V8-CONFIG-000001,12201-500124,30904-000073,MT21XT6-AP,NO,21001-000028,40904-001274,4C-LB3213-HR02JC,NO,07-8192BT-MA1G,NO,40108-000003,40108-000004,NO,NO,12102-500149,NO,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10101008246,32A7,32S65A,DTJ8009192,DTJ8009192,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30904-000073,MT21XT6-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,,,,,,,46-YW160B1-07DX0G,12102-500779,,68-32D29B-1001ACK,NO,76-590840-1AT1WB,4C-DP32F6-TXA4PK,4C-DP32F6-TXA4PK,4C-DP32F6-TXA4PK,
Z2S10101004987,L32S65A,32S65A,DTJ8009191,DTJ8009191,PROJECT ID\516,V8-CONFIG-000001,12201-500124,30904-000073,MT21XT6-AP,NO,21001-000028,40904-001274,4C-LB3213-HR02JC,NO,30130-000015,NO,40108-000003,40108-000004,NO,NO,12102-500149,NO,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10101002754,L32D3000B,32D3200,DTJ8009413,DTJ8009413,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,NO,NO,B0121-000105,
Z2S10101002755,32B3,32D3200,DTJ8009414,DTJ8009414,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36VT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101009382,40A3,40S6500,DTJ8009415,DTJ8009415,PROJECT ID\513,V8-T221T01-LF1V001\V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-001276,4C-LB4010-HR04JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-757030-000,5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899",46-ZZ089G-26ZG,68-40D29B-2009ACK,NO,76-588660-1AT4JB,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-KF40D6-JTA1PK,
Z2S10101009383,L40S65A,40S65A,DTJ8009416,DTJ8009416,PROJECT ID\513,V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-002255,4C-LB4011-HR02JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899","Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,,
Z2S10101009384,40A7,40S65A,DTJ8009417,DTJ8009417,PROJECT ID\537,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30102-000003,21001-000028,40904-001888,4C-LB4011-HR02JC,,30130-000012,30112-000048,5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-FM087H-04XF2,46-ZZ089G-26ZG,"Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,NO,NO,4C-KF40F6-YBA1PK,
Z2S10101004991,32A3,32S5200,DTJ8009189,DTJ8009189,PROJECT ID\516,V8-CONFIG-000001,12201-500124,30904-000073,MT21XT6-AP,NO,21001-000028,40904-001274,4C-LB3213-HR02JC,NO,30130-000015,NO,NO,N0,NO,NO,46-FM090L-05XF1,NO,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,B0121-000105,
Z2S10101004989,32A5,32S65A,DTJ8009190,DTJ8009190,V6-PROJECT-ID115,V8-CONFIG-000001,12201-500124,30904-000073,MT21XT6-AP,NO,21001-000028,40904-001274,4C-LB3213-HR02JC,NO,07-8192BT-MA1G,NO,40108-000003,40108-000004,NO,NO,12102-500149,NO,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10101002754,L32D3000B,32D3200,DTJ8009418,DTJ8009418,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36XT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,NO,NO,B0121-000105,
Z2S10101002755,32B3,32D3200,DTJ8009419,DTJ8009419,,V8-S663BP1-LF1V000,12201-500035,30904-000037,MS36VT-AP,NO,21001-000052,40904-000418,B0101-000386,,,,,,,,46-YL105C1-30DX2G,NO,NO,68-32D29B-1001ACK,NO,76-590840-1ATGC,,,B0121-000105,
Z2S10101008248,32A7,32S65A,DTJ8009420,DTJ8009420,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500779,46-YW160B1-07DX0G,"Saturday, December 30, 1899",68-40D29B-2009ACK,68-32D29B-1001ACK,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10201003412,43Q6,43C645,ALW192826S,GLW192826S,PROJECT ID\33676,V8-R51MT05-LF1V001,12201-500147,30800-000888,R51MPTF-AP,30805-000317,21001-000088,40904-002606,B0101-000912,NO,30944-000013,NO,5A-UTUFTH-4C001,5A-UTUFTH-4D001,NO,NO,12102-500527,12102-500528,12102-500559,68-40D29B-2001GCK,NO,76-A00321-0ATLB,NO,NO,NO,
Z2S10201003477,50Q6,50C645,ALW192826T,GLW192826T,PROJECT ID\33673,V8-R51MT05-LF1V001,4A-LD50O5-CH8GTA,30800-000889,R51MPTF-AP,30805-000204,21001-000088,40904-002633,B0101-000934,NO,30944-000013,NO,5A-UTUFTH-250,5A-UTUFTH-3T0,NO,NO,12102-500527,12102-500528,12102-500559,68-759370-1ZR1KCK,NO,76-649890-0ATLB,NO,NO,NO,
Z2S10101011521,43A28,43P635,ALW194011A,GLW194011A,PROJECT ID\537,V8-R51AT01-LF1V001,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-4C001,5A-UTUFTH-4D001,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500628,12102-500677,12102-500678,68-40D29B-2009ACK,"Saturday, December 30, 1899",76-A00321-0ATKG,B0154-000051,B0154-000051,B0132-000200,
Z2S10101011623,43A50,43P745,ALW194011B,GLW194011B,PROJECT ID\33705,V8-R51MT05-LF1V001,12201-500147,30904-000206,R51MPTG-AP,30102-000006,21001-000088,40904-002605,B0101-000461,NO,30944-000013,NO,5A-UTUFTH-4C001,5A-UTUFTH-4D001,NO,NO,12102-500527,12102-500528,12102-500559,68-40D29B-2001GCK,NO,76-A00321-0ATLA,NO,NO,NO,
Z2S10101009542,43P635,43P635,ALW194011C,GLW194011C,PROJECT ID\537,V8-R51AT01-LF1V,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",NO,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000083,
Z2S10101011516,50A28,50P635,ALW194011D,GLW194011D,PROJECT ID\545,V8-R51AT01-LF1V001,4A-LD50O5-CH8GTA,30800-000791,R51APTF-AP,30102-000012,21001-000028,40904-001893,B0101-000451,,30112-000048,"Saturday, December 30, 1899",5A-UTUFTH-25001,5A-UTUFTH-3T0,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500527,12102-500528,12102-500628,40105-000502,"Saturday, December 30, 1899",76-649890-0ATKQ,B0154-000061,B0154-000061,,
Z2S10101011543,50A50,50P745,ALW194011E,GLW194011E,PROJECT ID\33699,V8-R51MT05-LF1V001,4A-LD50O5-CH8GTA,30904-000205,R51MPTG-AP,30102-000014,21001-000088,40904-002593,B0101-000671,NO,30944-000013,NO,5A-UTUFTH-250,5A-UTUFTH-3T0,NO,NO,12102-500527,12102-500528,12102-500559,68-623720-3ZR1ECK,NO,76-649890-0ATLA,NO,NO,NO,
Z2S10101008769,50P635,50P635,ALW194011F,GLW194011F,PROJECT ID\538,"Saturday, December 30, 1899",12201-500116,30800-000830,R51APTA-AP,30102-000012,21001-000028,40904-002069,B0101-001144,,30112-000048,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500628,12102-500528,12102-500527,NO,NO,76-649890-0ATKQ,,,B0121-000108,
Z2S10101011570,55A50,55P745,ALW194011G,GLW194011G,PROJECT ID\33703,V8-R51MT05-LF1V001,12201-500148,30904-000242,R51MPTN-AP,30102-000018,21001-000088,40904-002595,B0101-000649,NO,30944-000013,NO,5A-UTUFTH-480,NO,NO,NO,12102-500650,12102-500651,12102-500559,68-623770-2ZR06CK,NO,76-644760-0ATLA,NO,NO,NO,
Z2S10101008785,55P635,55P635,ALW194011H,GLW194011H,V6-PROJECT-ID518,V8-R51AT01-LF1V,4A-LD55O5-CS36GTA,30800-000821,R51APT9-AP,30102-000016,21001-000028,40904-001658,B0101-000655,,30112-000048,"Saturday, December 30, 1899",40108-000453,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500528,12102-500527,12102-500628,68-40D29B-2009ACK,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000060,
Z2U10101010855,58P635,58P635,ALW192068O,GLW192068O,PROJECT ID\543,V8-R51AT01-LF1V001,12201-500174,30800-000832,R51APTF-AP,30102-000026,21001-000028,40904-002168,B0101-000619,,30112-000048,"Saturday, December 30, 1899",40108-000384,40108-000383,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500677,12102-500678,12102-500628,40105-000488,"Saturday, December 30, 1899",76-A01275-0ATKA,B0154-000032,B0154-000032,B0132-000254,
Z2S10101011401,iFF32S52,iFF32S52,ALW192068P,GLW192068P,PROJECT ID\3588,V8-T221T01-LF1V001,12201-500124,30904-000073,MT21XT6-AP,,21001-000005,40904-001695,B0101-000386,NO,30130-000015,NO,NO,NO,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW140B1-07DX0G,12102-500204,NO,68-32D29B-1001ACK,NO,76-590840-1ATAK,NO,NO,NO,
Z2S10101007850,iFF40S52,iFF40S52,ALW192068Q,GLW192068Q,PROJECT ID\3585,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30904-000067,MT21KT4-AP,,21001-000005,40904-001734,4C-LB4010-HR04JC,NO,30130-000012,NO,5A-757030-000,5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500521,46-YW270B1-07DX0G,NO,68-40D29B-2009ACK,NO,76-588660-1ATBH,NO,NO,NO,
Z2S10101011322,iFF43S52,iFF43S52,ALW192068R,GLW192068R,PROJECT ID\3640,V8-T221T05-LF1V001,4A-LD43O5-HK1GTA,30904-000195,MT21TT4-AP,,21001-000005,40904-002508,4C-LB4321-HR01JC,NO,30130-000012,NO,5A-757030-000,5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW160B1-07DX0G,12102-500794,12102-500795,68-40D29B-2009ACK,NO,76-588260-1ATAW,B0151-000039,B0151-000039,NO,
Z2S10101008247,32A5,32S65A,DTJ8009497,DTJ8009497,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,,,12102-500779,,,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10101009382,40A3,40S6500,DTJ8009498,DTJ8009498,PROJECT ID\513,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-001276,4C-LB4010-HR04JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-757030-000,5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899",46-ZZ089G-26ZG,68-40D29B-2009ACK,NO,76-588660-1AT4JB,4C-RF40D6-TXA5PK,4C-RF40D6-TXA5PK,4C-KF40D6-JTA1PK,
Z2S10101009383,L40S65A, 40S65A ,DTJ8009499,DTJ8009499,PROJECT ID\513,V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-002255,4C-LB4011-HR02JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899","Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,,
Z2S10101009384,40A7, 40S65A ,DTJ8009500,DTJ8009500,PROJECT ID\537,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30102-000003,21001-000028,40904-001888,4C-LB4011-HR02JC,,30130-000012,30112-000048,5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-FM087H-04XF2,46-ZZ089G-26ZG,"Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,NO,NO,4C-KF40F6-YBA1PK,
Z2S10101011772,32T8,32S5200,GLW192826U,GLW192826U,PROJECT ID\545,V8-T221T01-LF1V001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,NO,
Z2S10101009542,43P635,43P635,ALW194011I,GLW194011I,PROJECT ID\537,V8-R51AT01-LF1V,12201-500147,30800-000819,R51APTF-AP,30102-000003,21001-000028,40904-001888,B0101-000579,,30112-000048,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",NO,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000083,
Z2S10101008769,50P635,50P635,ALW194011J,GLW194011J,PROJECT ID\538,"Saturday, December 30, 1899",12201-500116,30800-000830,R51APTA-AP,30102-000012,21001-000028,40904-002069,B0101-001144,,30112-000048,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500628,12102-500528,12102-500527,NO,NO,76-649890-0ATKQ,,,B0121-000108,
Z2S10101008785,55P635,55P635,ALW194011K,GLW194011K,V6-PROJECT-ID518,V8-R51AT01-LF1V,4A-LD55O5-CS36GTA,30800-000821,R51APT9-AP,30102-000016,21001-000028,40904-001658,B0101-000655,,30112-000048,"Saturday, December 30, 1899",40108-000453,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500528,12102-500527,12102-500628,68-40D29B-2009ACK,68-40D29B-2009ACK,76-A00321-0ATKG,,,B0121-000060,
Z2S10101008246,L32S65A, 32S65A ,DTJ8009501,DTJ8009501,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30904-000073,MT21XT6-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,,,,,,,46-YW160B1-07DX0G,12102-500779,,68-32D29B-1001ACK,NO,76-590840-1AT1WB,4C-DP32F6-TXA4PK,4C-DP32F6-TXA4PK,4C-DP32F6-TXA4PK,
Z2S10101008247,32A5, 32S65A ,DTJ8009502,DTJ8009502,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,,,12102-500779,,,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10101008248,32A7, 32S65A ,DTJ8009503,DTJ8009503,PROJECT ID\545,V8-CONFIG-000001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002041,4C-LB3213-HR02JC,,30130-000015,,,,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500779,46-YW160B1-07DX0G,"Saturday, December 30, 1899",68-40D29B-2009ACK,68-32D29B-1001ACK,76-590840-1AT1WB,NO,NO,4C-DP32F6-TXA4PK,
Z2S10101008242,32A3, 32S5200 ,DTJ8009504,DTJ8009504,PROJECT ID\545,V8-T221T01-LF1V,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,68-32D29B-1001ACK,76-590840-1AT1WB,NO,NO,B0121-000105,
Z2S10101009383,L40S65A, 40S65A ,DTJ8009505,DTJ8009505,PROJECT ID\513,V8-T221T01-LF1V,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30865-000056,21001-000028,40904-002255,4C-LB4011-HR02JC,,"Saturday, December 30, 1899","Saturday, December 30, 1899",5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW270B1-07DX0G,"Saturday, December 30, 1899","Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,,,,
Z2S10101009384,40A7, 40S65A ,DTJ8009506,DTJ8009506,PROJECT ID\537,V8-T221T01-LF1V001,4A-LD40O5-CM4GTA,30800-000722,MT21KT2-AP,30102-000003,21001-000028,40904-001888,4C-LB4011-HR02JC,,30130-000012,30112-000048,5A-UTUFTH-410,5A-UTUFTH-420,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-FM087H-04XF2,46-ZZ089G-26ZG,"Saturday, December 30, 1899",68-40D29B-2009ACK,"Saturday, December 30, 1899",76-588660-1AT4JB,NO,NO,4C-KF40F6-YBA1PK,
Z2U10201002046,98C735,98C735,ALW192068N,GLW192068N,V6-PROJECT-ID571,V8-T615T03-LF1V001,12201-500119,30800-000403,MT15HT4-AP,30805-000107,21001-000088,40904-000969,B0101-000149,B0101-000150,07-7921AU-MA0G,"Saturday, December 30, 1899",40108-000135,40108-000137,"Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500307,12102-500308,"Saturday, December 30, 1899",68-779390-1ZA1A,68-779390-0ZA1A,76-647040-0ATKA,,,B0121-000055,
Z2S10101011490,L32S6800,32S5200,ALW192826J,GLW192826J,PROJECT ID\545,V8-T221T01-LF1V001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,"Saturday, December 30, 1899","Saturday, December 30, 1899",46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,NO,
Z2U10101011699,iFF43S52,iFF43S52,ALW192068I,GLW192068I,PROJECT ID\3640,V8-T221T05-LF1V001,4A-LD43O5-HK1GTA,30904-000195,MT21TT4-AP,,21001-000005,40904-001834,4C-LB4321-HR01J,,30130-000012,"Saturday, December 30, 1899",5A-757030-200,"Saturday, December 30, 1899","Saturday, December 30, 1899","Saturday, December 30, 1899",12102-500794,12102-500795,NO,40105-000562,40105-000563,76-588260-1ATAW,NO,NO,NO,
Z2S10201003411,43C645,43C645,ALW194011L,GLW194011L,PROJECT ID\33676,V8-R51MT05-LF1V001,12201-500147,30800-000888,R51MPTF-AP,30805-000317,21001-000088,40904-002606,B0101-000912,NO,30944-000013,NO,5A-UTUFTH-4C001,5A-UTUFTH-4D001,NO,NO,12102-500527,12102-500528,12102-500559,NO,NO,76-A00321-0ATLB,NO,NO,NO,
Z2S10201003478,50C645,50C645,ALW194011M,GLW194011M,PROJECT ID\33673,V8-R51MT05-LF1V001,4A-LD50O5-CH8GTA,30800-000889,R51MPTF-AP,30805-000344,21001-000088,40904-002633,B0101-000934,NO,30944-000013,NO,5A-UTUFTH-250,5A-UTUFTH-3T0,NO,NO,12102-500527,12102-500528,12102-500559,68-759370-1ZR1KCK,NO,76-649890-0ATLB,NO,NO,NO,
Z2S10201003211,55C645,55C645,ALW194011N,GLW194011N,PROJECT ID\33677,V8-R51MT05-LF1V001,12201-500148,30800-000884,R51MPT7-AP,30805-000316,21001-000088,40904-002617,B0101-000847,NO,30944-000013,NO,5A-UTUFTH-480,NO,NO,NO,12102-500881,12102-500882,12102-500560,68-759370-1ZR1KCK,NO,76-644760-0ATLB,NO,NO,NO,
Z2S10101011772,32T8,32S5200,ALW194011O,GLW194011O,PROJECT ID\545,V8-T221T01-LF1V001,12201-500166,30800-000691,MT21XT7-AP,30865-000059,21001-000028,40904-002040,B0101-000386,NO,30130-000015,NO,NO,NO,NO,NO,46-YW160B1-07DX0G,12102-500779,NO,68-32D29B-1001ACK,NO,76-590840-1AT1WB,NO,NO,NO,
